,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
33,PPC,Pilgrim's Pride Corporation,,56.65 +2.03 (+3.73%),2.03,+3.73%,512620,1.171M,13.434B,12.40,66.22%,
34,CWEN-A,"Clearway Energy, Inc.",,26.81 +0.89 (+3.43%),0.89,+3.43%,280082,192033,5.639B,35.75,25.10%,
35,MKC,"McCormick & Company, Incorporated",,85.62 +3.00 (+3.63%),3.0,+3.63%,1.866M,1.954M,22.966B,29.32,18.21%,
36,TSCO,Tractor Supply Company,,58.90 +2.01 (+3.52%),2.01,+3.52%,2.999M,5.282M,31.306B,28.87,14.29%,
37,MRNA,"Moderna, Inc.",,36.60 +0.99 (+2.78%),0.99,+2.78%,7.026M,11.547M,14.121B,-,-68.20%,
38,UAA,"Under Armour, Inc.",,7.34 +0.26 (+3.66%),0.26,+3.66%,6.916M,10.564M,3.018B,-,-14.70%,
39,NEE,"NextEra Energy, Inc.",,75.49 +2.66 (+3.65%),2.66,+3.65%,8.69M,10.844M,155.285B,22.40,25.85%,
40,CTSH,Cognizant Technology Solutions Corporation,,86.14 +2.91 (+3.50%),2.91,+3.50%,4.805M,3.387M,42.606B,19.10,8.15%,
41,COLM,Columbia Sportswear Company,,86.83 +2.88 (+3.42%),2.88,+3.42%,458179,649450,4.806B,22.73,5.59%,
42,MEDP,"Medpace Holdings, Inc.",,344.48 +11.67 (+3.51%),11.67,+3.51%,278034,289586,10.495B,27.32,-17.49%,
43,NOC,Northrop Grumman Corporation,,503.43 +16.91 (+3.48%),16.91,+3.48%,764214,926800,72.875B,17.75,5.94%,
44,NOG,"Northern Oil and Gas, Inc.",,28.41 +0.92 (+3.35%),0.92,+3.35%,1.265M,1.667M,2.816B,5.53,-25.20%,
45,HOG,"Harley-Davidson, Inc.",,26.96 +0.87 (+3.33%),0.87,+3.33%,2.615M,2.09M,3.357B,7.84,-33.14%,
46,CAG,"Conagra Brands, Inc.",,28.14 +0.91 (+3.32%),0.91,+3.32%,4.931M,5.714M,13.429B,27.32,-4.56%,
47,CWEN,"Clearway Energy, Inc.",,28.50 +0.88 (+3.19%),0.88,+3.19%,693180,856917,5.626B,38.00,23.91%,
48,PCAR,PACCAR Inc,,113.74 +3.68 (+3.34%),3.68,+3.34%,2.374M,2.406M,59.691B,14.40,-3.48%,
49,GIS,"General Mills, Inc.",,66.63 +2.13 (+3.30%),2.13,+3.30%,3.836M,4.883M,36.729B,14.48,-1.77%,
50,AEP,"American Electric Power Company, Inc.",,108.00 +3.38 (+3.23%),3.38,+3.23%,2.142M,3.197M,57.584B,19.35,24.95%,
51,COTY,Coty Inc.,,6.03 +0.18 (+2.99%),0.18,+2.99%,3.377M,6.507M,5.254B,-,-53.86%,
52,COP,ConocoPhillips,,93.51 +2.88 (+3.18%),2.88,+3.18%,5.499M,7.534M,118.98B,11.97,-21.36%,
53,BEPC,Brookfield Renewable Corporation,,28.54 +0.87 (+3.14%),0.87,+3.14%,524389,1.009M,5.157B,21.79,9.63%,
54,BF-B,Brown-Forman Corporation,,38.08 +1.15 (+3.11%),1.15,+3.11%,2.48M,3.267M,17.94B,18.22,-33.05%,
55,ORA,"Ormat Technologies, Inc.",,72.79 +2.15 (+3.04%),2.15,+3.04%,371685,665472,4.404B,35.68,4.25%,
56,BLDR,"Builders FirstSource, Inc.",,138.41 +3.90 (+2.90%),3.9,+2.90%,926291,1.698M,15.726B,15.26,-30.20%,
57,MGEE,"MGE Energy, Inc.",,92.74 +2.78 (+3.08%),2.78,+3.08%,107792,164260,3.386B,27.85,13.73%,
58,RHP,"Ryman Hospitality Properties, Inc.",,101.81 +2.99 (+3.03%),2.99,+3.03%,1.056M,515036,6.099B,23.24,-14.99%,
59,MUR,Murphy Oil Corporation,,26.11 +0.75 (+2.96%),0.75,+2.96%,1.682M,2.535M,3.808B,9.60,-39.63%,
60,ED,"Consolidated Edison, Inc.",,106.75 +3.11 (+3.00%),3.11,+3.00%,1.295M,2.608M,37.689B,20.37,14.14%,
61,DVA,DaVita Inc.,,151.43 +4.41 (+3.00%),4.41,+3.00%,645767,865275,12.114B,14.11,8.25%,
